groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," ! ; 
66 ","0020,0021,0020,003b,0020,000a,0036,0036,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," 
I LSENER BIER, Tjp Eoenj. _ SINTENICOLAAS ARTIKELEN 
VERDER: Goedkoop Kinderspeelgoed. . 
Mooie Luxe-artlkelen voor Gadaaux. ; 
T A F E L " B I E R. 9 Harmonicas, Parasols voor Dames en Heeren. 
_ GOUDEN DAUES-MORLOGES. 
T E V © ì£ì E B EJ R m@rk G’l-£l î‘âﬂdj szere Koffers en IJzere Bakovens. 
in heele en halve flesschen. ","0020,000a,0049,0020,004c,0053,0045,004e,0045,0052,0020,0042,0049,0045,0052,002c,0020,0054,006a,0070,0020,0045,006f,0065,006e,006a,002e,0020,005f,0020,0053,0049,004e,0054,0045,004e,0049,0043,004f,004c,0041,0041,0053,0020,0041,0052,0054,0049,004b,0045,004c,0045,004e,0020,000a,0056,0045,0052,0044,0045,0052,003a,0020,0047,006f,0065,0064,006b,006f,006f,0070,0020,004b,0069,006e,0064,0065,0072,0073,0070,0065,0065,006c,0067,006f,0065,0064,002e,0020,002e,0020,000a,004d,006f,006f,0069,0065,0020,004c,0075,0078,0065,002d,0061,0072,0074,006c,006b,0065,006c,0065,006e,0020,0076,006f,006f,0072,0020,0047,0061,0064,0061,0061,0075,0078,002e,0020,003b,0020,000a,0054,0020,0041,0020,0046,0020,0045,0020,004c,0020,0022,0020,0042,0020,0049,0020,0045,0020,0052,002e,0020,0039,0020,0048,0061,0072,006d,006f,006e,0069,0063,0061,0073,002c,0020,0050,0061,0072,0061,0073,006f,006c,0073,0020,0076,006f,006f,0072,0020,0044,0061,006d,0065,0073,0020,0065,006e,0020,0048,0065,0065,0072,0065,006e,002e,0020,000a,005f,0020,0047,004f,0055,0044,0045,004e,0020,0044,0041,0055,0045,0053,002d,004d,004f,0052,004c,004f,0047,0045,0053,002e,0020,000a,0054,0020,0045,0020,0056,0020,00a9,0020,00ec,00a3,00ec,0020,0045,0020,0042,0020,0045,004a,0020,0052,0020,006d,0040,0072,006b,0020,0047,2019,006c,002d,00a3,006c,0020,00ee,2018,00e2,fb02,0064,006a,0020,0073,007a,0065,0072,0065,0020,004b,006f,0066,0066,0065,0072,0073,0020,0065,006e,0020,0049,004a,007a,0065,0072,0065,0020,0042,0061,006b,006f,0076,0065,006e,0073,002e,0020,000a,0069,006e,0020,0068,0065,0065,006c,0065,0020,0065,006e,0020,0068,0061,006c,0076,0065,0020,0066,006c,0065,0073,0073,0063,0068,0065,006e,002e,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"d, F","0064,002c,0020,0046","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"ﬀ","fb00","ff","0066,0066","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"TLETTERS,
","0054,004c,0045,0054,0054,0045,0052,0053,002c,000a","HDING. ","0048,0044,0049,004e,0047,002e,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," 
e DE 67 60 ","0020,000a,0065,0020,0044,0045,0020,0036,0037,0020,0036,0030,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"Ĳ","0132","IJ","0049,004a","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"s","0073","et E e e e 
n","0065,0074,0020,0045,0020,0065,0020,0065,0020,0065,0020,000a,006e","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"passag","0070,0061,0073,0073,0061,0067","MUNTOK ","004d,0055,004e,0054,004f,004b,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,," A","0020,0041","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,," BIER, Tjap Koentji.
VERDER:
TAFEL","0020,0042,0049,0045,0052,002c,0020,0054,006a,0061,0070,0020,004b,006f,0065,006e,0074,006a,0069,002e,000a,0056,0045,0052,0044,0045,0052,003a,000a,0054,0041,0046,0045,004c","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"ING","0049,004e,0047","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"v","0076","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"ELE","0045,004c,0045","VÊ","0056,00ca","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"-","002d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
SIGAREN","000a,0053,0049,0047,0041,0052,0045,004e","’","2019","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"en SIGARETTEN.
SINT-NICOLAAS ARTIKELEN
Goedkoop Kinderspeelgoed.
Mooie Luxe-artikelen voor Cadeaux.
Harmonicas, Parasols, voor Dames en Heeren.
IJzere Koﬀers en IJzere Bakovens.
Heeren en Kinder Hoeden.
Scheurkalenders voor 1899.
IJzeren en Koperen Ledekanten in alle afmetingen.
Hebben steeds in voorraad:
groote hoeveelheden Estates benoodigdheden van de beste fabrikanten, als:
SINGAPORE.
Bijlen Tjankols, Tjangkol-stelen, Bijl-stelen, Harken Gebogen Parangs, Maleische Parangs, Bliongs, Sodoks,
Grasmessen, Pikhouweelen, Vierkante en Ronde schoppen met en zonder stelen, Stekeldraad, Ĳzerdraadnetten in alle af
metingen, Rabongs, etc. etc.
63
Medan en Belawan.
BASCULES, ingericht voor K1lo’s en Kattie's en Kattie's en Ponden.
KATZ BROTHERS LD�.
GOUDEN DAMES-HORLOGES.
Klamboegoed, Kanten, Borduursels, Wandversieringen
en Bloemenstandaards.
60
Van Nie & Co.,
Naar BATAVIA direct
Naar BATAVIA via RIOUW en MUNTOK
Naar ASAHAN, PANEH-BILAH en SINGAPOBE
Naar BENGKALIS via SIAK
Naar EDI via PANGKALAN BRANDAN
op de heen of terugreis.
20 December 1898 en 10. 17 en 24 Jan. 1899.
6 December 1898 3 en 31 Januari 1899.
7 en 19 Dec. 1898 10 en 23 Januari 1899.
7 en 19 Dec. 1898 3 en 31 Januari 1899.
4 en 19 Dec. 1898 1 en 29 Januari 1899.
STEEDS IN VOORRAAD:","0065,006e,0020,0053,0049,0047,0041,0052,0045,0054,0054,0045,004e,002e,000a,0053,0049,004e,0054,002d,004e,0049,0043,004f,004c,0041,0041,0053,0020,0041,0052,0054,0049,004b,0045,004c,0045,004e,000a,0047,006f,0065,0064,006b,006f,006f,0070,0020,004b,0069,006e,0064,0065,0072,0073,0070,0065,0065,006c,0067,006f,0065,0064,002e,000a,004d,006f,006f,0069,0065,0020,004c,0075,0078,0065,002d,0061,0072,0074,0069,006b,0065,006c,0065,006e,0020,0076,006f,006f,0072,0020,0043,0061,0064,0065,0061,0075,0078,002e,000a,0048,0061,0072,006d,006f,006e,0069,0063,0061,0073,002c,0020,0050,0061,0072,0061,0073,006f,006c,0073,002c,0020,0076,006f,006f,0072,0020,0044,0061,006d,0065,0073,0020,0065,006e,0020,0048,0065,0065,0072,0065,006e,002e,000a,0049,004a,007a,0065,0072,0065,0020,004b,006f,fb00,0065,0072,0073,0020,0065,006e,0020,0049,004a,007a,0065,0072,0065,0020,0042,0061,006b,006f,0076,0065,006e,0073,002e,000a,0048,0065,0065,0072,0065,006e,0020,0065,006e,0020,004b,0069,006e,0064,0065,0072,0020,0048,006f,0065,0064,0065,006e,002e,000a,0053,0063,0068,0065,0075,0072,006b,0061,006c,0065,006e,0064,0065,0072,0073,0020,0076,006f,006f,0072,0020,0031,0038,0039,0039,002e,000a,0049,004a,007a,0065,0072,0065,006e,0020,0065,006e,0020,004b,006f,0070,0065,0072,0065,006e,0020,004c,0065,0064,0065,006b,0061,006e,0074,0065,006e,0020,0069,006e,0020,0061,006c,006c,0065,0020,0061,0066,006d,0065,0074,0069,006e,0067,0065,006e,002e,000a,0048,0065,0062,0062,0065,006e,0020,0073,0074,0065,0065,0064,0073,0020,0069,006e,0020,0076,006f,006f,0072,0072,0061,0061,0064,003a,000a,0067,0072,006f,006f,0074,0065,0020,0068,006f,0065,0076,0065,0065,006c,0068,0065,0064,0065,006e,0020,0045,0073,0074,0061,0074,0065,0073,0020,0062,0065,006e,006f,006f,0064,0069,0067,0064,0068,0065,0064,0065,006e,0020,0076,0061,006e,0020,0064,0065,0020,0062,0065,0073,0074,0065,0020,0066,0061,0062,0072,0069,006b,0061,006e,0074,0065,006e,002c,0020,0061,006c,0073,003a,000a,0053,0049,004e,0047,0041,0050,004f,0052,0045,002e,000a,0042,0069,006a,006c,0065,006e,0020,0054,006a,0061,006e,006b,006f,006c,0073,002c,0020,0054,006a,0061,006e,0067,006b,006f,006c,002d,0073,0074,0065,006c,0065,006e,002c,0020,0042,0069,006a,006c,002d,0073,0074,0065,006c,0065,006e,002c,0020,0048,0061,0072,006b,0065,006e,0020,0047,0065,0062,006f,0067,0065,006e,0020,0050,0061,0072,0061,006e,0067,0073,002c,0020,004d,0061,006c,0065,0069,0073,0063,0068,0065,0020,0050,0061,0072,0061,006e,0067,0073,002c,0020,0042,006c,0069,006f,006e,0067,0073,002c,0020,0053,006f,0064,006f,006b,0073,002c,000a,0047,0072,0061,0073,006d,0065,0073,0073,0065,006e,002c,0020,0050,0069,006b,0068,006f,0075,0077,0065,0065,006c,0065,006e,002c,0020,0056,0069,0065,0072,006b,0061,006e,0074,0065,0020,0065,006e,0020,0052,006f,006e,0064,0065,0020,0073,0063,0068,006f,0070,0070,0065,006e,0020,006d,0065,0074,0020,0065,006e,0020,007a,006f,006e,0064,0065,0072,0020,0073,0074,0065,006c,0065,006e,002c,0020,0053,0074,0065,006b,0065,006c,0064,0072,0061,0061,0064,002c,0020,0132,007a,0065,0072,0064,0072,0061,0061,0064,006e,0065,0074,0074,0065,006e,0020,0069,006e,0020,0061,006c,006c,0065,0020,0061,0066,000a,006d,0065,0074,0069,006e,0067,0065,006e,002c,0020,0052,0061,0062,006f,006e,0067,0073,002c,0020,0065,0074,0063,002e,0020,0065,0074,0063,002e,000a,0036,0033,000a,004d,0065,0064,0061,006e,0020,0065,006e,0020,0042,0065,006c,0061,0077,0061,006e,002e,000a,0042,0041,0053,0043,0055,004c,0045,0053,002c,0020,0069,006e,0067,0065,0072,0069,0063,0068,0074,0020,0076,006f,006f,0072,0020,004b,0031,006c,006f,2019,0073,0020,0065,006e,0020,004b,0061,0074,0074,0069,0065,0027,0073,0020,0065,006e,0020,004b,0061,0074,0074,0069,0065,0027,0073,0020,0065,006e,0020,0050,006f,006e,0064,0065,006e,002e,000a,004b,0041,0054,005a,0020,0042,0052,004f,0054,0048,0045,0052,0053,0020,004c,0044,fffd,002e,000a,0047,004f,0055,0044,0045,004e,0020,0044,0041,004d,0045,0053,002d,0048,004f,0052,004c,004f,0047,0045,0053,002e,000a,004b,006c,0061,006d,0062,006f,0065,0067,006f,0065,0064,002c,0020,004b,0061,006e,0074,0065,006e,002c,0020,0042,006f,0072,0064,0075,0075,0072,0073,0065,006c,0073,002c,0020,0057,0061,006e,0064,0076,0065,0072,0073,0069,0065,0072,0069,006e,0067,0065,006e,000a,0065,006e,0020,0042,006c,006f,0065,006d,0065,006e,0073,0074,0061,006e,0064,0061,0061,0072,0064,0073,002e,000a,0036,0030,000a,0056,0061,006e,0020,004e,0069,0065,0020,0026,0020,0043,006f,002e,002c,000a,004e,0061,0061,0072,0020,0042,0041,0054,0041,0056,0049,0041,0020,0064,0069,0072,0065,0063,0074,000a,004e,0061,0061,0072,0020,0042,0041,0054,0041,0056,0049,0041,0020,0076,0069,0061,0020,0052,0049,004f,0055,0057,0020,0065,006e,0020,004d,0055,004e,0054,004f,004b,000a,004e,0061,0061,0072,0020,0041,0053,0041,0048,0041,004e,002c,0020,0050,0041,004e,0045,0048,002d,0042,0049,004c,0041,0048,0020,0065,006e,0020,0053,0049,004e,0047,0041,0050,004f,0042,0045,000a,004e,0061,0061,0072,0020,0042,0045,004e,0047,004b,0041,004c,0049,0053,0020,0076,0069,0061,0020,0053,0049,0041,004b,000a,004e,0061,0061,0072,0020,0045,0044,0049,0020,0076,0069,0061,0020,0050,0041,004e,0047,004b,0041,004c,0041,004e,0020,0042,0052,0041,004e,0044,0041,004e,000a,006f,0070,0020,0064,0065,0020,0068,0065,0065,006e,0020,006f,0066,0020,0074,0065,0072,0075,0067,0072,0065,0069,0073,002e,000a,0032,0030,0020,0044,0065,0063,0065,006d,0062,0065,0072,0020,0031,0038,0039,0038,0020,0065,006e,0020,0031,0030,002e,0020,0031,0037,0020,0065,006e,0020,0032,0034,0020,004a,0061,006e,002e,0020,0031,0038,0039,0039,002e,000a,0036,0020,0044,0065,0063,0065,006d,0062,0065,0072,0020,0031,0038,0039,0038,0020,0033,0020,0065,006e,0020,0033,0031,0020,004a,0061,006e,0075,0061,0072,0069,0020,0031,0038,0039,0039,002e,000a,0037,0020,0065,006e,0020,0031,0039,0020,0044,0065,0063,002e,0020,0031,0038,0039,0038,0020,0031,0030,0020,0065,006e,0020,0032,0033,0020,004a,0061,006e,0075,0061,0072,0069,0020,0031,0038,0039,0039,002e,000a,0037,0020,0065,006e,0020,0031,0039,0020,0044,0065,0063,002e,0020,0031,0038,0039,0038,0020,0033,0020,0065,006e,0020,0033,0031,0020,004a,0061,006e,0075,0061,0072,0069,0020,0031,0038,0039,0039,002e,000a,0034,0020,0065,006e,0020,0031,0039,0020,0044,0065,0063,002e,0020,0031,0038,0039,0038,0020,0031,0020,0065,006e,0020,0032,0039,0020,004a,0061,006e,0075,0061,0072,0069,0020,0031,0038,0039,0039,002e,000a,0053,0054,0045,0045,0044,0053,0020,0049,004e,0020,0056,004f,004f,0052,0052,0041,0041,0044,003a","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"Ti","0054,0069","11","0031,0031","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"s","0073","","","none","2"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"",""," .‘ ","0020,002e,2018,0020","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"G","0047","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","s","0073","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,",","002c","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"B","0042","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","Nar B","004e,0061,0072,0020,0042","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"d","0064","TAVIA ai","0054,0041,0056,0049,0041,0020,0061,0069","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"oor","006f,006f,0072","ia","0069,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"vracht","0076,0072,0061,0063,0068,0074","RIOUW","0052,0049,004f,0055,0057","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"E","0045","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"NG","004e,0047","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","EDS N ","0045,0044,0053,0020,004e,0020","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"a","0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"N","004e","JI:JËHIÊ<r","004a,0049,003a,004a,00cb,0048,0049,00ca,003c,0072","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"en A","0065,006e,0020,0041","SOZÎGÄ.","0053,004f,005a,00ce,0047,00c4,002e","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"g","0067","8S, __ piSouit van Huntley & Palmor","0038,0053,002c,0020,005f,005f,0020,0070,0069,0053,006f,0075,0069,0074,0020,0076,0061,006e,0020,0048,0075,006e,0074,006c,0065,0079,0020,0026,0020,0050,0061,006c,006d,006f,0072","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,",","002c"," ","0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","Medan — Bindjei. E. KEH])IN ","004d,0065,0064,0061,006e,0020,2014,0020,0042,0069,006e,0064,006a,0065,0069,002e,0020,0045,002e,0020,004b,0045,0048,005d,0029,0049,004e,0020","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"E","0045"," | GR","0020,007c,0020,0047,0052","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","i MHeeren en Kinder MWoeden. 
! w D Klamboeg:o=cì Kanten,","0069,0020,004d,0048,0065,0065,0072,0065,006e,0020,0065,006e,0020,004b,0069,006e,0064,0065,0072,0020,004d,0057,006f,0065,0064,0065,006e,002e,0020,000a,0021,0020,0077,0020,0044,0020,004b,006c,0061,006d,0062,006f,0065,0067,003a,006f,003d,0063,00ec,0020,004b,0061,006e,0074,0065,006e,002c","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"AN","0041,004e","orduursels, VYandvrersieringen 
en Bloemenstandaards. 
tafeldrank van het Koninklijke Hus. … Scheurkalenders voor 1899. 
_ 5 F. ","006f,0072,0064,0075,0075,0072,0073,0065,006c,0073,002c,0020,0056,0059,0061,006e,0064,0076,0072,0065,0072,0073,0069,0065,0072,0069,006e,0067,0065,006e,0020,000a,0065,006e,0020,0042,006c,006f,0065,006d,0065,006e,0073,0074,0061,006e,0064,0061,0061,0072,0064,0073,002e,0020,000a,0074,0061,0066,0065,006c,0064,0072,0061,006e,006b,0020,0076,0061,006e,0020,0068,0065,0074,0020,004b,006f,006e,0069,006e,006b,006c,0069,006a,006b,0065,0020,0048,0075,0073,002e,0020,2026,0020,0053,0063,0068,0065,0075,0072,006b,0061,006c,0065,006e,0064,0065,0072,0073,0020,0076,006f,006f,0072,0020,0031,0038,0039,0039,002e,0020,000a,005f,0020,0035,0020,0046,002e,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"b","0062","W","0057","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"genten:","0067,0065,006e,0074,0065,006e,003a"," N ","0020,004e,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"S","0053","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","LA","004c,0041","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"e","0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"",""," OO | Gz","0020,004f,004f,0020,007c,0020,0047,007a","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"j","006a","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"de","0064,0065","E D","0045,0020,0044","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","A","0041","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"R.
M","0052,002e,000a,004d"," ","0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,".","002e","APOBE a „ DA + , ","0041,0050,004f,0042,0045,0020,0061,0020,201e,0020,0044,0041,0020,002b,0020,002c,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","KALIS","004b,0041,004c,0049,0053","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"n alle ","006e,0020,0061,006c,006c,0065,0020","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"oorten.
GEAS-","006f,006f,0072,0074,0065,006e,002e,000a,0047,0045,0041,0053,002d","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"teeds","0074,0065,0065,0064,0073","ARAN,","0041,0052,0041,004e,002c","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"P","0050","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"dan—Bindjei.
F.","0064,0061,006e,2014,0042,0069,006e,0064,006a,0065,0069,002e,000a,0046,002e","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"KEHD","004b,0045,0048,0044","S","0053","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"67","0036,0037","  ","0020,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"CHO","0043,0048,004f","  
” BE","0020,0020,000a,0020,0020,000a,201d,0020,0042,0045","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"LEE","004c,0045,0045","Tia","0054,0069,0061","misrecognised","1"
